family,n,inst,p,ceiling,kind,sigma,rep,regret_raw,regret_norm
WS(k=4;b=0.5),12,1,1,0.845087,exact,0.0,0,0.014924,0.098355
WS(k=4;b=0.5),12,1,1,0.845087,samp10,0.0,1,0.014924,0.02255
WS(k=4;b=0.5),12,1,1,0.845087,iid,0.2,1,0.178421,0.0
WS(k=4;b=0.5),12,1,1,0.845087,iid,0.2,2,0.292152,0.050456
WS(k=4;b=0.5),12,1,3,0.919628,exact,0.0,0,0.038112,0.021587
WS(k=4;b=0.5),12,1,3,0.919628,samp10,0.0,1,0.052789,0.021587
WS(k=4;b=0.5),12,1,3,0.919628,iid,0.2,1,0.452103,0.021665
WS(k=4;b=0.5),12,1,3,0.919628,iid,0.2,2,0.322431,0.062263
WS(k=4;b=0.5),12,2,1,0.831096,exact,0.0,0,0.010472,0.021435
WS(k=4;b=0.5),12,2,1,0.831096,samp10,0.0,1,0.052918,0.021435
WS(k=4;b=0.5),12,2,1,0.831096,iid,0.2,1,0.149377,0.0
WS(k=4;b=0.5),12,2,1,0.831096,iid,0.2,2,0.164429,0.021435
WS(k=4;b=0.5),12,2,3,0.898988,exact,0.0,0,0.035136,0.014997
WS(k=4;b=0.5),12,2,3,0.898988,samp10,0.0,1,0.089975,0.034443
WS(k=4;b=0.5),12,2,3,0.898988,iid,0.2,1,0.235237,0.066013
WS(k=4;b=0.5),12,2,3,0.898988,iid,0.2,2,0.235237,0.014997
3-regular,12,1,1,0.771453,exact,0.0,0,0.041653,0.054768
3-regular,12,1,1,0.771453,samp10,0.0,1,0.041653,0.0
3-regular,12,1,1,0.771453,iid,0.2,1,0.150851,0.072569
3-regular,12,1,1,0.771453,iid,0.2,2,0.208953,0.072569
3-regular,12,1,3,0.912009,exact,0.0,0,0.112645,0.049561
3-regular,12,1,3,0.912009,samp10,0.0,1,0.130714,0.0
3-regular,12,1,3,0.912009,iid,0.2,1,0.347143,0.148289
3-regular,12,1,3,0.912009,iid,0.2,2,0.383408,0.116906
3-regular,12,2,1,0.755707,exact,0.0,0,0.033909,0.003037
3-regular,12,2,1,0.755707,samp10,0.0,1,0.0,0.003037
3-regular,12,2,1,0.755707,iid,0.2,1,0.193207,0.061732
3-regular,12,2,1,0.755707,iid,0.2,2,0.190843,0.061732
3-regular,12,2,3,0.850927,exact,0.0,0,0.086925,0.071498
3-regular,12,2,3,0.850927,samp10,0.0,1,0.082031,0.042728
3-regular,12,2,3,0.850927,iid,0.2,1,0.290278,0.09382
3-regular,12,2,3,0.850927,iid,0.2,2,0.341822,0.075749
